label,seed,protocol,wdr_mean_rate,gaba_mean_rate,wdr_peak_rate,wdr_isi_mean,wdr_isi_std,wdr_isi_cv,gaba_isi_mean,gaba_isi_std,gaba_isi_cv,wdr_windup_ratio,wdr_evoked_response,wdr_early_rate,wdr_late_rate,wdr_burst_count,wdr_burst_fraction,ei_ratio,wdr_active_fraction,wdr_total_spikes,gaba_total_spikes
healthy,515134128,mixed,0.0,172.93333333333334,0.0,0.0,0.0,0.0,5.742031795269485,1.1950157820812826,0.20811723527302378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188.0
healthy,1323460011,mixed,0.0,141.63333333333333,0.0,0.0,0.0,0.0,7.000047404598246,1.9409400198936142,0.2772752679672761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4249.0
healthy,2076581196,mixed,0.0,162.73333333333332,0.0,0.0,0.0,0.0,6.1052143446001645,1.3985195680025624,0.22906969175283765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4882.0
healthy,536438634,ramp,0.02,29.633333333333333,2.0,0.0,0.0,0.0,33.18242142025611,22.754986010015525,0.6857542348047213,0.0,0.0,0.0,0.0,0.0,0.0,0.0006749156355455568,0.02,1.0,889.0
healthy,1297461343,constant,3.94,32.93333333333333,60.0,72.86981132075472,105.20527987008549,1.4437429981394916,29.673173277661796,18.070931933723656,0.6089989690225548,0.0,0.0,0.1,8.4,7.0,0.12690355329949238,0.11963562753036439,0.76,197.0,988.0
healthy,1582576517,ramp,0.0,47.96666666666667,0.0,0.0,0.0,0.0,20.466713981547194,10.85089174154607,0.5301726379393019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0
healthy,1702421864,mixed,0.0,137.46666666666667,0.0,0.0,0.0,0.0,7.203273082559843,1.7664943341841948,0.24523495276905868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4124.0
healthy,988909889,burst,0.0,43.93333333333333,0.0,0.0,0.0,0.0,22.618478260869566,13.84151140797062,0.6119559082768499,0.04,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0
healthy,155621868,ramp,2.72,20.5,38.0,77.09266055045872,98.95641215083289,1.283603542078612,42.53213675213675,35.43274780202365,0.8330817708151839,0.0,0.0,0.0,6.8,9.0,0.22794117647058823,0.1326829268292683,0.54,136.0,615.0
healthy,1080839040,mixed,0.0,91.83333333333333,0.0,0.0,0.0,0.0,10.752220183486239,3.472665426229311,0.32297194132638696,0.04,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2755.0
healthy,1335459691,burst,0.0,64.33333333333333,0.0,0.0,0.0,0.0,15.398368421052632,7.5977865524009625,0.4934150388305606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0
healthy,873418335,burst,0.04,57.8,4.0,0.0,0.0,0.0,16.988791079812206,8.59827460820149,0.5061145650568878,0.04,0.002,0.2,0.0,0.0,0.0,0.0006920415224913496,0.04,2.0,1734.0
healthy,107688083,constant,18.72,26.133333333333333,120.0,34.82074408117249,43.123977671118766,1.2384565238063312,37.19907161803713,25.68534166263778,0.6904834057789614,0.0,0.0,0.7,29.1,72.0,0.27884615384615385,0.7163265306122448,0.98,936.0,784.0
healthy,277756009,burst,0.0,25.1,0.0,0.0,0.0,0.0,38.828492392807746,30.515688844242085,0.7859097009363811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0
healthy,1111765581,ramp,0.0,71.2,0.0,0.0,0.0,0.0,13.689648622981958,6.087726600807794,0.44469560676581704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136.0
healthy,1687827403,constant,0.0,48.4,0.0,0.0,0.0,0.0,19.99099859353024,11.20145550060013,0.560324960666312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.0
healthy,1565109361,ramp,0.0,58.666666666666664,0.0,0.0,0.0,0.0,16.749942196531794,8.97964123136652,0.5360998340176854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.0
healthy,1585339690,mixed,0.0,141.8,0.0,0.0,0.0,0.0,6.9937499999999995,1.7543435678813495,0.2508444779812475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4254.0
healthy,1142883969,ramp,5.4,7.1,54.0,66.76412556053812,59.691465051714964,0.8940649570492757,110.67267759562841,98.4378526695177,0.8894503576500259,0.08,0.004,0.0,6.6,1.0,0.011111111111111112,0.7605633802816902,0.94,270.0,213.0
healthy,1191881700,ramp,0.0,54.53333333333333,0.0,0.0,0.0,0.0,18.00697384806974,9.519198726342204,0.5286395596871828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0
healthy,2038104010,mixed,0.0,140.1,0.0,0.0,0.0,0.0,7.074047447879224,1.8928219207134895,0.2675726922472016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4203.0
